Casablanca 100
Rabat 101
Marrakech 102
Fes 103
Tanger 104
Agadir 105
Meknes 106
Oujda 107
Tetouan 108
Safi 109
El_Jadida 110
Nador 111
Kenitra 112
Ouarzazate 113
Settat 114
Mohammedia 115
Essaouira 116
Ifrane 117
Dakhla 118
Laayoune 119
